yyyymm,Mkt_RF,SMB,HML,RMW,CMA,RF,LID,MOM,R_MKT,R_ME,R_IA,R_ROE,R_EG,PEAD,FIN,SMB_SY,MGMT,PERF,HML_Novy,UMD_Novy,PMU_Novy
196301,,,,,,,,,,,,,,,,2.4818199,2.134939,-2.275123,,,
196302,,,,,,,,,,,,,,,,1.8095754,1.096137,0.0873805,,,
196303,,,,,,,,,,,,,,,,-0.8183017,0.5889908,2.3281434,,,
196304,,,,,,,,,,,,,,,,-3.7327651,0.0190005,0.5077012,,,
196305,,,,,,,,,,,,,,,,2.1518454,1.7593204,0.2848385,,,
196306,,,,,,,,,,,,,,,,0.0994365,-2.386818,-0.1521306,,,
196307,-0.39,-0.41,-0.97,0.68,-1.18,0.27,,0.9,,,,,,,,-2.0503863,-1.7134513,-1.3391583,-0.008352302,0.012071137,0.008370505
196308,5.07,-0.8,1.8,0.36,-0.35,0.25,,1.01,,,,,,,,-0.2230629,0.414862,2.0928091,0.007327567,0.0095317,0.003941894
196309,-1.57,-0.52,0.13,-0.71,0.29,0.27,,0.19,,,,,,,,-0.8812091,0.8398419,0.839391,0.003593966,0.006385998,-0.008458142
196310,2.53,-1.39,-0.1,2.8,-2.01,0.29,,3.12,,,,,,,,-0.395755,-0.3751353,4.7212646,-0.000443574,0.026138888,-0.0061385
196311,-0.85,-0.88,1.75,-0.51,2.24,0.27,,-0.74,,,,,,,,-0.5575297,-1.4158352,-2.0970503,0.011622145,-0.003152995,-0.004151523
196312,1.83,-2.1,-0.02,0.03,-0.07,0.29,,1.75,,,,,,,,-2.0187271,0.865804,1.0100875,0.000841561,0.016405135,0.004586072
196401,2.24,0.13,1.48,0.17,1.47,0.3,,0.86,,,,,,,,0.7210922,0.5901544,3.6268954,0.000451751,0.003751426,0.003146961
196402,1.54,0.28,2.81,-0.05,0.91,0.26,,0.26,,,,,,,,1.3188294,1.1459975,1.7986215,0.010915316,0.000674141,-0.007784435
196403,1.41,1.23,3.4,-2.21,3.22,0.31,,0.75,,,,,,,,2.0656364,5.1420414,2.095863,0.01412005,0.006478338,-0.009513255
196404,0.1,-1.52,-0.67,-1.27,-1.08,0.29,,-0.58,,,,,,,,-3.6419027,-0.7969255,-0.0054514,0.006373995,-0.008148185,-0.015519316
196405,1.42,-0.63,1.86,-0.16,0.17,0.26,,2.57,,,,,,,,-0.9222268,0.851686,1.9207269,0.005882882,0.020014621,-0.004233959
196406,1.27,0.29,0.62,-0.28,-0.17,0.3,,0.46,,,,,,,,0.6883653,-2.5273748,-1.2696653,-0.004637246,0.004143841,0.010384538
196407,1.74,0.5,0.75,0.08,1.91,0.3,,-0.35,,,,,,,,0.8506971,1.7663173,-1.2363787,-0.002490213,-0.003444597,0.001877231
196408,-1.44,0.41,0.08,0.12,0.35,0.28,,-0.22,,,,,,,,0.7146697,-0.6919205,-0.8885346,0.002842772,-0.000245601,-0.003543537
196409,2.69,-0.34,1.7,-0.56,0.62,0.28,,-0.41,,,,,,,,-1.1311107,1.2957959,-0.1572033,0.001951579,-0.006112913,-0.00165631
196410,0.59,0.87,1.17,-0.43,0.47,0.29,,0.08,,,,,,,,0.5918326,0.3829777,-0.6235726,0.005753473,0.000651951,0.005099257
196411,0,-0.15,-1.96,0.63,-0.26,0.29,,1.03,,,,,,,,-1.0449217,0.8238664,-0.0977306,0.002241976,0.000694797,0.008986663
196412,0.03,-0.69,-2.48,1.07,-1.5,0.31,,-0.74,,,,,,,,-0.0676284,-1.8551516,-0.0817293,-0.007232396,-5.31E-05,0.009219075
196501,3.54,2.44,0.12,0.91,0.1,0.28,,-1.44,,,,,,,,2.5269596,-0.7873157,0.3136981,0.008210402,-0.003222906,-0.004234531
196502,0.44,3.31,0.11,0.23,-0.68,0.3,,0.32,,,,,,,,3.5961387,-0.4723771,0.8441724,0.004614057,0.003411805,0.007691396
196503,-1.34,2.12,1.03,-0.32,0.69,0.36,,0.15,,,,,,,,2.7276543,-0.3277285,-0.5296635,0.005582117,0.001231396,0.004040311
196504,3.11,1.05,0.66,0.3,-2.2,0.31,,2.63,,,,,,,,1.9929195,-2.1635266,3.0679581,0.007003548,0.014248141,-0.012720212
196505,-0.77,0.1,-1.61,-0.45,0.53,0.31,,0.6,,,,,,,,0.3111634,0.6467603,-0.6759593,0.000193992,0.010702858,0.007831148
196506,-5.51,-4.28,0.59,0.22,0.37,0.35,,-3.13,,,,,,,,-4.651904,0.6777464,-2.0463959,-0.00897683,-0.015808428,-0.003212753
196507,1.43,1.08,2.2,-1.37,0.03,0.31,,4.1,,,,,,,,3.0823011,1.0058758,2.0171659,0.000898821,0.031869106,-0.009730858
196508,2.73,2.71,-1,1.9,-0.74,0.33,,2.58,,,,,,,,4.5887133,-0.4058196,2.8406925,-0.002520427,0.012976865,-0.011093558
196509,2.86,0.62,-0.13,-0.89,0.8,0.31,,3.3,,,,,,,,0.4901108,-0.1827136,1.5396083,0.00587839,0.020018457,-0.006634717
196510,2.6,3.47,1.56,1.17,-0.65,0.31,,3.46,,,,,,,,2.6495692,0.6248313,2.4176088,-0.00039877,0.019209418,-0.005652569
196511,-0.03,5.19,0.15,-1.01,-0.94,0.35,,4.45,,,,,,,,3.9607929,2.1851095,2.3510094,0.003354812,0.035121928,-0.005497722
196512,1.01,2.66,2.03,-1.14,-0.53,0.33,,0.12,,,,,,,,3.3401835,-0.1699998,1.7554374,0.007629037,-0.003112169,-0.010348363
196601,0.72,4.68,3.56,-2.82,-0.11,0.38,,5.39,,,,,,,,5.1980223,1.2015763,3.3670289,0.002262551,0.028340553,0.001839147
196602,-1.21,4.71,0.33,-0.17,-1.49,0.35,,4.57,,,,,,,,3.309335,-1.1984092,4.0274332,0.010049528,0.034347419,-0.015571177
196603,-2.51,0.32,-1.98,1.3,0.06,0.38,,1.42,,,,,,,,0.9626389,0.7223986,0.4072745,-4.80E-05,0.013948766,0.012152363
196604,2.14,3.35,-0.46,0.39,-0.95,0.34,,6.28,,,,,,,,3.8482723,-0.1997962,4.2293881,0.005675279,0.032690835,-0.006710896
196605,-5.66,-5.1,-1.63,1.64,-1.52,0.41,,-4.7,,,,,,,,-2.9433899,2.1670259,-2.5724732,-0.012379707,-0.029091476,0.019677574
196606,-1.44,1.37,0.5,0.15,0.78,0.38,,3.25,,,,,,,,0.2719497,-0.9041076,1.5290045,0.004776678,0.021051361,0.001345169
196607,-1.63,-0.41,0.95,-0.36,1.79,0.35,,-1.34,,,,,,,,0.9877443,0.6405711,-1.1827742,-0.003588237,-0.002052273,-0.002412381
196608,-7.91,-3.12,0.43,-0.09,0.8,0.41,,-2.14,,,,,,,,-2.9914173,2.304942,0.442379,-0.002643301,-0.019151499,0.001556006
196609,-1.06,-1.14,0.56,-1.68,2.37,0.4,,-1.84,,,,,,,,-1.6746319,3.2108393,-3.0067747,-0.0014788,-0.003322509,0.018593295
196610,3.86,-6.45,2.69,-3.48,4.25,0.45,,-5.26,,,,,,,,-5.0950245,4.263528,-7.8954491,0.000632195,-0.03173267,-0.009142881
196611,1.4,3.34,-4.69,4.13,-6.62,0.4,,5.72,,,,,,,,4.3381215,-8.7284657,6.9533057,-0.010944554,0.047475497,0.025223374
196612,0.13,2.02,-1.19,0.7,-0.34,0.4,,1.06,,,,,,,,1.7608561,-0.8119125,-1.5607411,0.004728969,0.003074926,-0.000909428
196701,8.15,9.1,2.27,0.96,-3.16,0.43,,-6.93,8.1852,6.8284,-2.9677,1.9193,-2.1769,,,8.2805073,-3.933249,-1.5146181,-0.005881519,-0.050907986,-0.011488216
196702,0.78,3.06,-2.22,1.99,-0.99,0.36,,3.52,0.7557,1.6496,-0.227,3.5395,2.2211,,,2.4579886,-2.5244353,3.0494041,-0.00107689,0.025150101,0.008854729
196703,3.99,1.87,0.37,0.86,-1.6,0.39,,1.53,4.0169,2.0026,-1.7789,1.8417,-1.036,,,2.8454495,-2.4660872,3.6697276,-0.013125304,0.009769994,-0.000238032
196704,3.89,0.43,-2.48,2.33,-3.67,0.32,,0.59,3.8786,-0.6898,-2.8756,1.0583,-1.7259,,,-0.6477397,-3.3276878,2.7464884,-0.003974919,0.015715015,0.007124603
196705,-4.33,2.29,1.09,-1.73,1.73,0.33,,0.72,-4.2807,2.8469,2.5239,0.6917,0.1578,,,4.3143366,0.2915141,0.3372407,0.007717312,-0.005733804,0.003061212
196706,2.41,6.43,0.85,-0.62,-2.42,0.27,,6,2.4199,6.2394,-2.1203,0.3089,-0.4236,,,6.988389,-4.5810486,5.5835192,-0.001049188,0.049581857,-0.00479808
196707,4.58,3.54,2.73,0.48,2.7,0.31,,-1.07,4.5784,3.0386,2.3556,-0.6775,-0.1323,,,3.1176563,1.9625589,1.7267335,0.001297812,0.004632196,1.49E-05
196708,-0.89,0.72,1.44,0.3,1.45,0.31,,-1.38,-0.9048,0.3083,1.7679,-0.6249,0.0961,,,0.5646885,1.2012693,-0.2280235,-0.00296745,-0.010427501,0.002008088
196709,3.11,2.44,-2.5,0.2,-0.95,0.32,,2.52,3.1074,1.723,-0.3387,0.6802,-0.6582,,,-0.5148196,-2.0779956,6.1791004,0.004981767,0.001798788,0.011881641
196710,-3.09,0.53,-3.3,1.01,-2.62,0.39,,3.67,-3.0516,0.7527,-2.3566,3.1968,0.155,,,0.0390601,-3.0843828,3.6025103,0.001760933,0.015837704,0.002072598
196711,0.37,-0.04,-1.7,1.34,-2.34,0.36,,1.26,0.3764,0.1514,-2.8065,0.7622,0.2299,,,0.5924862,-2.7282971,-0.0764382,0.009352971,0.009917539,0.002140133
196712,3.05,5.75,-0.53,-0.81,0.13,0.33,,3.25,3.0233,4.5645,0.2695,0.8002,1.5529,,,5.9831799,-1.0229071,0.2429881,0.003485712,0.011861642,-0.014488253
196801,-4.06,4.51,4.8,-4.62,6.46,0.4,-2.385085,-4.7,-4.0257,5.3224,4.6808,-2.779,1.261,,,3.9198437,6.5113745,-4.8690204,0.006175153,-0.017276625,-0.005945701
196802,-3.75,-2.91,1.28,-0.16,2.45,0.39,2.285474,-3.43,-3.7294,-1.6021,2.7082,-0.3612,3.399,,,-2.0975059,4.1906722,-1.6973124,-0.001342952,-0.025706953,0.002499615
196803,0.2,-1.59,-0.59,1.05,-1.1,0.38,1.067122,3.23,0.188,-2.2336,-1.1412,1.6766,1.1834,,,-1.8304422,-1.627229,4.4725603,-0.000593685,0.012614738,0.003186722
196804,9.05,6.18,-1.13,2.69,-3.65,0.43,1.182781,5.09,9.0295,5.3736,-2.5654,3.6574,-1.812,,,6.2806665,-6.3620156,6.3948476,0.009462932,0.031472694,0.003106841
196805,2.28,7,0.85,0.43,-1.92,0.45,-1.402705,3.8,2.2564,6.663,-2.3027,1.9679,-0.3505,,,8.7539636,-2.7187226,3.8867018,0.011435786,0.028794669,-0.007318763
196806,0.69,-0.28,0.73,-1.41,2.76,0.43,-0.386764,-1.9,0.6745,-0.4609,2.466,-0.3919,-0.0436,,,-0.1783219,2.9147363,-4.9000501,0.00623945,-0.013067749,-0.003848714
196807,-2.72,-1.41,5.39,-3.13,3.72,0.48,-4.067385,-0.88,-2.6869,-1.1798,2.7648,-2.0599,3.3483,,,-3.718595,4.1619194,-2.6666346,0.008433964,-0.002374694,0.000437019
196808,1.34,2.27,1.01,-0.7,0.48,0.42,0.32702,1.89,1.3272,2.2095,0.5377,-0.637,1.6268,,,3.0034347,-0.285753,2.4505654,-0.000233224,0.013418562,-0.00104177
196809,4.03,2.81,0.3,-1.99,0.87,0.43,1.168661,-0.65,4.0566,1.4401,-0.5988,-3.4599,-1.2098,,,2.3166966,-0.1292692,0.4289102,-0.004875492,0.00324424,-0.00952059
196810,0.42,-0.42,2.86,-1.32,2.7,0.44,-0.211189,-1.46,0.4255,-0.6893,2.6592,0.53,2.5195,,,-0.5069872,2.8148368,-1.1100995,0.007487088,-0.015614944,-0.001181123
196811,5.43,2.39,-0.92,0.43,-2.43,0.42,-1.0299,1.75,5.4064,2.7772,-1.4016,-0.4025,-0.9356,,,2.1691995,-3.700427,-1.931346,0.000533567,0.012989486,0.000238014
196812,-3.94,3.52,-0.01,-1.86,1.76,0.43,1.400067,-0.01,-3.9304,3.148,2.5763,-0.794,-0.8697,,,4.2326288,1.9647549,-0.2084797,0.008826372,0.000291832,-0.010800013
196901,-1.25,-0.44,1.67,-1.55,1.38,0.53,2.28162,-0.17,-1.2301,-0.3155,1.1579,-0.0419,0.479,,,-1.0441855,1.9893355,-3.1644742,0.006184653,-0.006229291,-0.00902525
196902,-5.84,-4.16,0.91,2.07,0.83,0.46,5.790585,-2.36,-5.8496,-3.8811,0.8695,1.0745,2.3558,,,-3.9246047,3.4448803,2.1947125,-0.006363516,-0.011606811,0.013150948
196903,2.64,-0.45,-0.51,-1.43,-0.35,0.46,-1.069171,3.97,2.66,-0.2917,0.421,1.8681,2.4981,,,0.0937323,0.933454,5.1775165,0.002054289,0.037478011,-0.005279216
196904,1.46,-0.8,-0.03,0.41,0.06,0.53,1.961206,1.13,1.5003,-0.1735,0.5309,1.9447,-0.1946,,,-1.6542749,-0.5801616,1.6444423,-0.002514422,0.015924406,-0.00392784
196905,-0.1,-0.11,0.7,-0.95,1.39,0.48,1.883568,1.7,-0.1257,0.3506,1.3994,-0.0812,-0.0395,,,-0.051251,0.8722332,0.9298381,0.008452551,0.017225191,-0.00559962
196906,-7.18,-5.45,-1.08,4.32,-1.6,0.51,5.054385,-2.3,-7.1923,-4.7278,-0.5881,3.3657,2.4771,,,-3.4777531,3.3399219,3.4422356,-0.005222539,-0.004372773,0.023932135
196907,-7,-3.41,1.2,1.48,1.91,0.53,3.698282,1.71,-7.0331,-2.8932,2.0773,2.0931,3.4183,,,-3.2202148,3.6925058,1.7897229,-0.00223434,0.021644879,0.010766318
196908,4.68,0.7,-3.79,1.13,-4.02,0.5,0.284043,2.17,4.6007,0.9935,-2.6235,0.3624,-2.0509,,,1.0939322,-7.3864813,3.682722,0.003678237,0.010260019,0.004900083
196909,-2.98,1.29,-3.27,3.39,-0.82,0.62,1.789287,2.52,-2.9387,0.7049,0.0549,2.0371,2.7913,,,2.2723539,2.6927373,3.5603389,0.004703547,0.016202782,0.017727338
196910,5.06,3.96,-3.16,0.05,-2.15,0.6,-5.093539,-4.31,5.081,2.8468,-1.4489,-1.0344,-1.1314,,,5.0384986,-2.728483,-3.085977,0.009090754,-0.024589134,-0.001971497
196911,-3.79,-2.45,-1.19,1.46,0.3,0.52,2.937924,3.66,-3.8235,-2.0233,0.2104,2.7382,2.283,,,-1.7257883,0.5334739,5.0147842,0.001827661,0.023232346,0.015957097
196912,-2.63,-3.76,-2.86,2.54,-1.81,0.64,3.910843,4.96,-2.5834,-3.6195,-0.5031,3.6744,1.7189,,,-2.6633465,1.0300328,4.8490466,0.000497416,0.040481204,0.018086426
197001,-8.1,3.12,3.13,-1.72,3.84,0.6,2.222465,0.6,-8.0676,3.4625,3.4052,-1.2607,3.2798,,,3.1786592,6.4092356,0.6082881,-0.006188473,-0.014652451,0.00041263
197002,5.13,-2.76,3.93,-2.29,2.76,0.62,-5.997182,0.23,5.0779,-2.4815,1.7716,-2.067,0.1127,,,-3.0959647,1.1458539,-3.2495882,0.00398682,0.014493251,-0.013260856
197003,-1.06,-2.41,3.99,-1,4.29,0.57,0.276374,-0.36,-1.0373,-1.314,3.3133,-0.8944,2.9901,,,-1.7320488,7.5281869,-0.1944602,0.001919562,-0.003881077,-0.004920958
197004,-11,-6.4,6.18,-0.64,6.21,0.5,3.988847,-0.77,-11.0383,-4.6397,5.1447,0.3396,5.7065,,,-6.7119462,8.3142204,2.5262921,-0.002757985,0.000710051,0.00769901
197005,-6.92,-4.48,3.33,-1.21,3.9,0.53,-7.790799,-2.78,-6.9458,-3.2371,3.1395,0.2382,3.6207,,,-5.17074,5.4276255,-1.3962296,-0.006748417,0.001349825,0.017465256
197006,-5.79,-2.2,0.6,0.13,2.96,0.58,-3.603967,5.7,-5.7634,-1.8945,3.6627,2.5647,3.894,,,-2.8486323,6.1262284,7.4004018,0.003260294,0.059161874,0.013132502
197007,6.93,-0.62,0.9,-0.26,1.84,0.52,-0.117671,-3.14,6.9503,-0.4326,2.5463,-0.8376,-1.1825,,,-1.327187,-0.0283218,-3.9318616,-0.001802172,-0.014813187,0.007559461
197008,4.49,1.52,1.15,0.56,-0.21,0.53,0.200811,-6.55,4.5098,0.636,-0.8656,-3.3301,-2.0775,,,2.0205923,-0.5009271,-5.7006241,-0.002937716,-0.045465457,-0.007892587
197009,4.18,8.51,-5.47,0.3,-5.83,0.54,-1.577652,-8.8,4.2154,7.1519,-4.5667,-1.3398,-5.5031,,,9.2540226,-7.8029601,-5.6553051,0.004460053,-0.063839255,-0.001935843
197010,-2.28,-4.43,0.22,1.71,2.34,0.46,-1.641146,9.42,-2.3108,-3.1779,2.9508,5.4955,3.9498,,,-3.4417427,3.5312635,8.2468122,-0.006754385,0.070741259,0.022448402
197011,4.6,-3.86,1.69,1.57,1.47,0.46,-0.552738,2.73,4.6032,-3.6529,0.7995,0.706,2.1987,,,-2.2180644,2.4879657,-0.7198038,-0.002020389,0.012768044,0.005836214
197012,5.72,2.94,1,0.27,0.3,0.42,4.984003,-2.23,5.7758,2.7302,0.2507,-1.0452,-0.3328,,,3.4648726,-0.5564022,-2.0173632,0.004163184,-0.013854557,0.004668514
197101,4.84,7.54,1.33,-1.99,0.07,0.38,-4.048085,-6.51,4.8376,6.8382,-0.2396,-4.2031,-3.1846,,,3.5867652,-2.2048003,-6.8367652,0.008348448,-0.049013801,-0.020143237
197102,1.41,2.04,-1.23,0.62,-0.7,0.33,-1.793555,0.79,1.3927,1.4505,0.6378,2.4361,0.7462,,,4.7320813,0.1220709,1.8808382,0.005249776,0.008773893,0.005223407
197103,4.13,2.26,-3.95,1.82,-2.71,0.3,1.797642,-1.41,4.1315,2.615,-1.9561,1.9067,-0.3496,,,2.795741,-2.6292006,1.590067,-0.006146479,0.009237399,0.015384235
197104,3.15,-0.36,0.69,-1.47,0.87,0.28,2.622471,1.41,3.1513,-0.281,1.3068,-1.1773,-0.8788,,,-0.695894,0.5149137,3.3029909,-0.00022985,0.007212888,-0.004761578
197105,-3.98,-1.11,-1.44,1.4,0.25,0.29,0.368298,0.86,-4.0032,-1.4699,0.8408,1.416,0.8228,,,-1.4611415,-0.7348721,2.8905362,-0.00208157,0.009456466,0.015492406
197106,-0.1,-1.48,-1.87,1.53,-1.64,0.37,-4.293859,2.73,-0.069,-0.6748,-0.7045,4.3422,2.3488,,,-1.0266126,-3.1152498,1.1524088,0.000761677,0.030299945,0.0207397
197107,-4.5,-1.39,0.02,0.64,1.46,0.4,-0.596082,-2.35,-4.5182,0.189,2.3804,2.4069,0.6396,,,-1.2991724,1.5739661,-1.3146279,0.000551545,-0.010722551,-0.00363845
197108,3.79,-0.16,2.63,-0.43,2.64,0.47,2.497528,3.61,3.8106,-2.3059,1.4933,-3.3425,-0.0684,,,2.6731473,2.380232,4.0545156,0.015742744,0.018389888,0.004309166
197109,-0.85,0.28,-2.91,2.56,-1.58,0.37,0.377134,2.12,-0.8462,0.349,0.0641,2.7781,1.2708,,,-0.3041523,-0.8559284,2.9980726,-0.022579528,0.01569227,0.020963156
197110,-4.42,-1.6,-0.48,1.62,-1.35,0.37,3.15429,0.47,-4.4382,-1.2175,-0.8412,1.8165,2.5146,,,-1.7349736,0.00951,-0.7404125,0.0018649,0.007838475,0.014603173
197111,-0.46,-2.86,-1.68,2.44,-0.34,0.37,0.673334,1.51,-0.44,-2.7012,-0.2227,1.6931,1.5323,,,-1.5544103,1.1981332,1.3225909,-0.0126873,0.015868878,0.008619487
197112,8.71,3.27,-0.4,-0.4,-1.75,0.37,-0.132402,-0.58,8.7371,2.6944,-2.0412,-1.4985,-1.5598,,,4.7884717,-3.8804638,-0.2756746,-0.003672934,-0.0119656,-0.006386669
197201,2.49,6.1,2.24,-1.69,0.55,0.29,-3.669286,0.17,2.4876,6.705,0.1588,-6.5071,1.966,,,7.2332587,0.3994415,1.8171775,0.011384678,-0.008090747,-0.011965821
197202,2.87,0.87,-2.79,1.61,-0.52,0.25,0.96974,2.54,2.8485,0.459,1.993,1.0478,-0.347,,,1.6853382,-1.3132842,4.4018229,-0.006367107,0.009451831,-0.000518374
197203,0.63,-0.43,-1.61,1.63,-0.18,0.27,3.382246,2.94,0.6398,-1.0197,1.8392,2.1095,1.597,,,1.3934013,0.496947,0.8888122,-0.013002768,0.019875372,0.009136635
197204,0.29,0.23,0.12,-0.42,-1.03,0.29,1.401382,2.81,0.2728,0.2422,0.2396,0.7439,0.2792,,,-0.5846662,-1.4577047,1.0688582,0.006179484,0.022294992,0.001847935
197205,1.25,-3.1,-2.7,2.34,-1.95,0.3,-0.251954,3.29,1.2622,-2.5367,-1.502,2.069,1.2874,,,-3.1517197,-1.4133078,3.8665436,-0.012557666,0.028272716,0.012898248
197206,-2.43,-0.43,-2.48,1.88,-0.36,0.29,1.461396,1.9,-2.4172,0.4274,0.0268,3.5905,1.5513,,,-1.4487434,0.6268609,2.3331784,0.002880247,0.019163228,0.003429674
197207,-0.8,-2.77,0.66,1.14,-0.66,0.31,1.614596,2.75,-0.8379,-1.9759,-0.3928,2.1012,3.2058,0.73,1.98,-1.5493916,3.2291128,0.740022,0.00831125,0.008892391,0.002144045
197208,3.26,-3.48,4.54,-1.96,2.85,0.29,-2.701586,-5.4,3.2486,-3.5252,3.5408,-1.5054,0.5063,-0.73,3.79,-4.8142013,3.6460756,-5.2761202,0.027712645,-0.028966768,-0.008793077
197209,-1.14,-2.23,0.46,1.68,-1.97,0.34,-1.634573,1.82,-1.1495,-1.0696,-1.1251,2.1088,0.4612,-0.32,1.3,-2.8942711,-0.3784876,1.7469417,-0.003611567,0.01525185,0.00087887
197210,0.52,-2.54,1.34,-0.15,0.02,0.4,-1.902972,0.71,0.5271,-3.1006,-0.5007,-0.4427,0.6599,1.86,3.09,-2.2703552,0.5965961,-2.1573016,-0.003074606,0.01098267,0.002985493
197211,4.6,-0.62,4.85,-1.95,3.37,0.37,-0.816412,-5.09,4.5932,-0.9835,2.5964,-4.1062,0.6969,1.85,0.31,-0.1666914,2.0797773,-4.7259515,0.026856976,-0.017504889,-0.005562873
197212,0.62,-1.89,-2.19,2.6,-2.16,0.37,0.900269,4.92,0.5727,-1.7774,-1.3503,3.1279,1.8048,1.7,-0.16,-2.2624825,0.2053428,5.1018089,-0.008287728,0.040955557,0.004954798
197301,-3.29,-2.81,2.68,0.42,0.9,0.44,-1.486163,3.73,-3.2918,-2.3772,0.3555,-0.3811,3.3322,-3.62,7.78,-0.9043318,3.1514576,1.8942174,0.023069555,0.018489864,-0.007088934
197302,-4.85,-3.91,1.6,-0.26,0.02,0.41,-1.082593,2.16,-4.8635,-4.4782,0.1066,-1.0371,1.522,1.42,4.19,-2.9396137,2.7093749,-0.2827273,0.01838012,0.001500037,-0.007139517
197303,-1.3,-2.33,2.62,-1.07,0.62,0.46,-1.272406,3.59,-1.3432,-1.6855,0.5066,-1.9078,3.21,0.64,3.1,-3.099728,3.792884,-0.360424,0.022866562,0.026005895,-0.003545602
197304,-5.68,-2.9,5.41,-1.58,2.6,0.52,2.307425,6.36,-5.6576,-2.9136,3.1132,-0.5363,4.0693,1.5,9.61,-2.2958414,5.6784772,3.1987508,0.035644143,0.048393561,-0.001360926
197305,-2.94,-6.17,0.41,1.95,-1.57,0.51,-0.261441,7.14,-2.9549,-5.6948,-0.4114,1.6027,1.5846,-0.01,1.51,-6.10015,1.0081557,4.7221634,-0.003293674,0.051141761,-0.000440039
197306,-1.57,-2.48,1.2,-0.21,0.11,0.51,-3.236227,4.3,-1.59,-1.2209,0.4364,-0.1103,2.8658,2.62,4.6,-2.0130431,3.1731728,1.7378331,0.006827147,0.025920911,-0.00597944
197307,5.05,7.26,-5.31,-0.05,-3.28,0.64,0.254919,-11.57,5.0256,7.9616,-5.7477,1.1376,-4.2331,-1.85,-11.36,2.7706869,-6.4247242,-4.2146427,-0.037199382,-0.099070278,0.001189761
197308,-3.82,-1.84,1.24,-1.31,1.3,0.7,1.591023,3.46,-3.8069,-1.9392,1.6985,1.4899,1.4525,3.02,2.86,-1.3281635,1.3022204,1.204198,0.002681256,0.03305432,-0.007269221
197309,4.75,3.6,2.01,-2.33,1.77,0.68,1.708202,-7,4.7527,5.7352,2.1956,-1.3047,-1.5413,1.18,-3.86,2.9205412,-0.7660261,-6.660871,-0.001780781,-0.05328817,-0.00198891
197310,-0.83,-0.38,1.94,-1.9,2.71,0.65,-4.303971,6.87,-0.8621,-1.2115,2.6182,0.4903,4.0646,2.46,4.53,1.7841867,4.0626933,2.4498018,0.01607411,0.049006077,-0.016263457
197311,-12.75,-7.28,3.87,-2.63,1.73,0.56,-2.655529,8.66,-12.7439,-7.4553,1.9573,-1.1296,2.074,4.5,8.84,-6.6784596,7.1704395,2.0214665,0.018392395,0.055809884,-0.005460378
197312,0.61,-4.69,3.85,-2.78,2.48,0.64,-1.675243,10.38,0.6667,-4.5308,2.5183,3.6506,4.6139,4.88,6.69,-5.2075449,1.3616854,0.3399942,0.013691534,0.047774673,-0.021826121
197401,-0.17,10.41,6.02,-3.07,4.42,0.63,10.250596,-8.85,-0.1624,11.5564,2.1051,-4.8138,-0.5604,-0.65,-2.56,9.9807266,1.7618285,-5.6217762,0.037133859,-0.079906604,-0.008923942
197402,-0.47,0.06,2.81,-1.87,2.63,0.58,3.769419,0.32,-0.4736,-0.5191,2.1209,-1.0446,1.4503,-0.16,1.78,-0.1806865,2.7529831,-1.1331405,0.020482133,0.011447225,-0.005599648
197403,-2.81,2.65,-0.32,2.8,0.44,0.56,4.482981,-1.05,-2.8245,1.8373,-0.0555,1.8113,1.1626,0.78,1.32,3.3575101,0.9063634,1.5550352,0.003588618,-0.013449752,0.010587082
197404,-5.29,-0.7,0.85,2.87,2.09,0.75,2.300093,2.11,-5.331,-0.4765,2.3752,2.2129,2.5414,2.02,2.81,0.2791948,3.8761624,3.5602778,0.007762976,0.018300985,0.011187822
197405,-4.68,-3.07,-2.02,4.95,-0.42,0.75,5.88293,-0.39,-4.6599,-4.0947,-0.3302,2.2782,0.2895,-0.61,2.26,-2.5156099,-0.6414117,6.1507812,0.000582736,0.015691931,0.007087819
197406,-2.83,0,0.77,0.57,2.94,0.6,-0.960425,2.31,-2.9154,0.2691,1.5998,1.5496,2.1438,0.76,3.15,-0.7888706,2.6809278,6.8453122,0.009072697,0.017645917,0.003398894
197407,-8.05,1.92,5.16,-3.25,4.6,0.7,-0.559386,3.11,-8.0181,3.5437,4.4292,2.5567,5.6777,1.44,7.24,3.437278,4.5392561,-3.6256556,0.025223215,0.012870513,-0.015351023
197408,-9.35,0.26,2.64,-0.28,2.59,0.6,-3.185659,3,-9.3439,2.2185,3.1493,2.9559,4.8505,2.83,2.35,0.2354318,3.9552341,0.7419543,0.02034509,0.032268079,-0.008906021
197409,-11.77,1.48,5.58,-4.44,5.91,0.81,2.156429,4.24,-11.7639,2.0304,4.8696,-2.2994,3.3901,2.8,7.48,2.4736315,6.3266726,-4.0643201,0.022354709,0.027980145,-0.011944219
197410,16.1,-6.82,-9.87,-0.21,-2.86,0.51,-7.688055,-0.54,16.0666,-5.9413,-1.5064,8.8862,1.0374,3.85,-9.25,-4.7450066,-6.9389752,-0.609112,-0.050201434,-0.000817455,-0.005459978
197411,-4.51,-1.48,-0.2,-3.37,2.92,0.54,-2.330062,2.13,-4.4797,-0.8166,2.5432,1.7201,1.3758,2.54,0.8,0.0795612,2.1929137,-0.9292238,-0.000137665,0.027410673,-0.002140109
197412,-3.45,-4.35,0.11,-0.68,3.25,0.7,1.523821,2.92,-3.4488,-3.8364,2.1589,0.4744,2.046,1.79,2.67,-3.842693,4.7979775,0.1107948,-0.005765402,0.022750534,-0.001526805
